lot_number,announce_id,announce_name,customer,lot_id,lot_name,quantity,amount_tg,trade_method,status
"87360799-ЗЦП117308069-1 Приобретение строительных товаровЗаказчик:КГУ ""Основная общеобразовательная школа № 24 поселка Чаган"" отдела образования района Жаңасемей управления образования области АбайПлита ориентированно стружечнаяИстория1080 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308069,17308069-1 Приобретение строительных товаров,"КГУ ""Основная общеобразовательная школа № 24 поселка Чаган"" отдела образования района Жаңасемей управления образования области Абай",42544050,Плита ориентированно стружечная,10.0,80000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87360925-ЗЦП117308069-1 Приобретение строительных товаровЗаказчик:КГУ ""Основная общеобразовательная школа № 24 поселка Чаган"" отдела образования района Жаңасемей управления образования области АбайНагельИстория12 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308069,17308069-1 Приобретение строительных товаров,"КГУ ""Основная общеобразовательная школа № 24 поселка Чаган"" отдела образования района Жаңасемей управления образования области Абай",42544049,Нагель,1.0,2000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"84247968-ОК117308064-1 Закуп потолочных светильниковЗаказчик:ТОО ""Мангистауский атомный энергетический комбинат""СветильникИстория50240 750.00Открытый конкурсОпубликован",17308064,17308064-1 Закуп потолочных светильников,"ТОО ""Мангистауский атомный энергетический комбинат""",42544048,Светильник,50.0,240750.0,Открытый конкурс,Опубликован
"87360961-ЗЦП117308069-1 Приобретение строительных товаровЗаказчик:КГУ ""Основная общеобразовательная школа № 24 поселка Чаган"" отдела образования района Жаңасемей управления образования области АбайШуруп с полукруглой головкойИстория22 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308069,17308069-1 Приобретение строительных товаров,"КГУ ""Основная общеобразовательная школа № 24 поселка Чаган"" отдела образования района Жаңасемей управления образования области Абай",42544047,Шуруп с полукруглой головкой,2.0,2000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
83176471-ЗЦП117308070-1 Приобретение товары для учрежденииЗаказчик:Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской областиТруба электросварнаяИстория17145 350.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308070,17308070-1 Приобретение товары для учреждении,Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской области,42544045,Труба электросварная,17.0,145350.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87315340-ЗЦП217308063-1 Приобретение манишки в школуЗаказчик:КГУ ""Общеобразовательная школа №125""ЖакетИстория60204 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308063,17308063-1 Приобретение манишки в школу,"КГУ ""Общеобразовательная школа №125""",42544044,Жакет,60.0,204000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
83176743-ЗЦП117308070-1 Приобретение товары для учрежденииЗаказчик:Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской областиТруба электросварнаяИстория34186 660.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308070,17308070-1 Приобретение товары для учреждении,Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской области,42544043,Труба электросварная,34.0,186660.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
83176618-ЗЦП117308070-1 Приобретение товары для учрежденииЗаказчик:Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской областиТруба электросварнаяИстория50177 500.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308070,17308070-1 Приобретение товары для учреждении,Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской области,42544042,Труба электросварная,50.0,177500.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
83176616-ЗЦП117308070-1 Приобретение товары для учрежденииЗаказчик:Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской областиТруба электросварнаяИстория9321 570.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308070,17308070-1 Приобретение товары для учреждении,Коммунальное государственное предприятие на праве хозяйственного ведения «Атырауский областной центр психического здоровья» Управления здравоохранения Атырауской области,42544041,Труба электросварная,9.0,321570.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"83111912-ЗЦП1017308052-1 Приобретение товара согласно тех.спецификацииЗаказчик:ГУ ""Аппарат акима города Сарани""МанометрИстория130 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308052,17308052-1 Приобретение товара согласно тех.спецификации,"ГУ ""Аппарат акима города Сарани""",42544040,Манометр,1.0,30000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
87366481-ЗЦП117308071-1 текущий внутренний ремонт здания детского садаЗаказчик:Коммунальное государственное казенное предприятие «Ясли-сад №54» отдела образования Макатского района Управления образования Атырауской области»Работы по текущему ремонту отдельных элементов нежилых зданий/сооружений/помещенийИстория115 000 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308071,17308071-1 текущий внутренний ремонт здания детского сада,Коммунальное государственное казенное предприятие «Ясли-сад №54» отдела образования Макатского района Управления образования Атырауской области»,42544037,Работы по текущему ремонту отдельных элементов нежилых зданий/сооружений/помещений,1.0,15000000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"86753008-ЗЦП117308060-1 Товары для археологииЗаказчик:Коммунальное государственное казенное предприятие ""Историко-краеведческий музей Атырауский области Управления культуры и развития языков Атырауской области""БакИстория1030 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308060,17308060-1 Товары для археологии,"Коммунальное государственное казенное предприятие ""Историко-краеведческий музей Атырауский области Управления культуры и развития языков Атырауской области""",42544036,Бак,10.0,30000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"86834047-ЗЦП617308072-1 Труба электросварная стальная 108 х 4,0 – 12 метровЗаказчик:РГУ «Уральская противочумная станция» Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики КазахстанТруба электросварнаяИстория145 532.76Запрос ценовых предложенийОпубликован",17308072,"17308072-1 Труба электросварная стальная 108 х 4,0 – 12 метров",РГУ «Уральская противочумная станция» Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан,42544035,Труба электросварная,1.0,45532.76,Запрос ценовых предложений,Опубликован
"87334270-ЗЦП117307991-1 Приобретение хозяйственных товаровЗаказчик:Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""МотыгаИстория510 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17307991,17307991-1 Приобретение хозяйственных товаров,"Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",42544034,Мотыга,5.0,10000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87333552-ЗЦП117307991-1 Приобретение хозяйственных товаровЗаказчик:Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""ПневмомаскаИстория39 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17307991,17307991-1 Приобретение хозяйственных товаров,"Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",42544033,Пневмомаска,3.0,9000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87334310-ЗЦП117307991-1 Приобретение хозяйственных товаровЗаказчик:Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""ШлангИстория2020 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17307991,17307991-1 Приобретение хозяйственных товаров,"Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",42544032,Шланг,20.0,20000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87333771-ЗЦП117307991-1 Приобретение хозяйственных товаровЗаказчик:Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""КругИстория517 500.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17307991,17307991-1 Приобретение хозяйственных товаров,"Государственное коммунальное казенное предприятие ""Дворец школьников"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",42544031,Круг,5.0,17500.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87286907-ЗЦП217308056-1 щит распределительный навеснойЗаказчик:КГУ ""Темирлан благоустройство"" отдела жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции Ордабасинского районаШкаф управленияИстория2350 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308056,17308056-1 щит распределительный навесной,"КГУ ""Темирлан благоустройство"" отдела жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции Ордабасинского района",42544030,Шкаф управления,2.0,350000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87304598-ЗЦП217308025-1 приобретение хозяйственных товаровЗаказчик:Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города АстаныУдлинительИстория114 875.23Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308025,17308025-1 приобретение хозяйственных товаров,"Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города Астаны",42544029,Удлинитель,1.0,14875.23,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87304837-ЗЦП217308025-1 приобретение хозяйственных товаровЗаказчик:Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города АстаныЛента-фильтрИстория21 788.24Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308025,17308025-1 приобретение хозяйственных товаров,"Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города Астаны",42544028,Лента-фильтр,2.0,1788.24,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87305128-ЗЦП217308025-1 приобретение хозяйственных товаровЗаказчик:Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города АстаныЛенИстория5002 500.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308025,17308025-1 приобретение хозяйственных товаров,"Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города Астаны",42544027,Лен,500.0,2500.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87304566-ЗЦП217308025-1 приобретение хозяйственных товаровЗаказчик:Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города АстаныЛента липкая изоляционнаяИстория59 465.60Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308025,17308025-1 приобретение хозяйственных товаров,"Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города Астаны",42544026,Лента липкая изоляционная,5.0,9465.6,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87189180-ЗЦП517308025-1 приобретение хозяйственных товаровЗаказчик:Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города АстаныСмесительИстория1072 182.10Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308025,17308025-1 приобретение хозяйственных товаров,"Коммунальное государственное учреждение ""Специализированная детско-юношеская спортивная школа олимпийского резерва № 4"" акимата города Астаны",42544025,Смеситель,10.0,72182.1,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
81935702-ЗЦП117308061-1 Услуги по проведению экспертизы промышленной безопасностиЗаказчик:КГУ «Средняя школа №63» отдела образования по Аральскому району управления образования Кызылординской области»Услуги по проведению экспертизы промышленной безопасностиИстория1178 571.43Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308061,17308061-1 Услуги по проведению экспертизы промышленной безопасности,КГУ «Средняя школа №63» отдела образования по Аральскому району управления образования Кызылординской области»,42544014,Услуги по проведению экспертизы промышленной безопасности,1.0,178571.43,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87267650-ЗЦП317308068-1 Саморезы по деревуЗаказчик:ГККП ""Ясли - сад №7 ""Айналайын"" города Ақсай отдела образования Бурлинского района управления образования акимата ЗКО""СаморезИстория10005 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308068,17308068-1 Саморезы по дереву,"ГККП ""Ясли - сад №7 ""Айналайын"" города Ақсай отдела образования Бурлинского района управления образования акимата ЗКО""",42544011,Саморез,1000.0,5000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"83933508-ЗЦП117308062-1 бензин АИ-92 в талонахЗаказчик:ГУ ""Отдел занятости и социальных программ акимата Аулиекольского района""Бензин для двигателей с искровым зажиганиемИстория950204 744.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308062,17308062-1 бензин АИ-92 в талонах,"ГУ ""Отдел занятости и социальных программ акимата Аулиекольского района""",42544007,Бензин для двигателей с искровым зажиганием,950.0,204744.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"84398728-ЗЦП117308067-1 Услуги по страхованию гражданско-правовой ответственности (кроме страхования гражданско-правовой ответственности владельцев автомобильного, воздушного, водного транспорта)Заказчик:ГУ ""Аппарат акима Талдыбулакского сельского округа Кербулакского района""Услуги по страхованию гражданско-правовой ответственности (кроме страхования гражданско-правовой ответственности владельцев автомобильного, воздушного, водного транспорта)История139 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308067,"17308067-1 Услуги по страхованию гражданско-правовой ответственности (кроме страхования гражданско-правовой ответственности владельцев автомобильного, воздушного, водного транспорта)","ГУ ""Аппарат акима Талдыбулакского сельского округа Кербулакского района""",42544006,"Услуги по страхованию гражданско-правовой ответственности (кроме страхования гражданско-правовой ответственности владельцев автомобильного, воздушного, водного транспорта)",1.0,39000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"83112566-ЗЦП917308052-1 Приобретение товара согласно тех.спецификацииЗаказчик:ГУ ""Аппарат акима города Сарани""Аппарат осветительныйИстория130 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308052,17308052-1 Приобретение товара согласно тех.спецификации,"ГУ ""Аппарат акима города Сарани""",42544005,Аппарат осветительный,1.0,30000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87338808-ЗЦП117308050-1 Уг оль н и кЗаказчик:ГУ ""Аппарат акима села Акжигит""УгольникИстория220330 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308050,17308050-1 Уг оль н и к,"ГУ ""Аппарат акима села Акжигит""",42544004,Угольник,220.0,330000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"86895242-ЗЦП117308057-1 Приобретение лотка теплотрассы, согласно технической спецификацииЗаказчик:республиканское государственное учреждение ""Департамент уголовно-исполнительной системы по Акмолинской области Комитета уголовно-исполнительной системы Министерства внутренних дел Республики Казахстан""ЛотокИстория26403 449.80Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308057,"17308057-1 Приобретение лотка теплотрассы, согласно технической спецификации","республиканское государственное учреждение ""Департамент уголовно-исполнительной системы по Акмолинской области Комитета уголовно-исполнительной системы Министерства внутренних дел Республики Казахстан""",42544003,Лоток,26.0,403449.8,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87221734-ЗЦП117308059-1 Услуги по промывке и опрессовке системы отопленияЗаказчик:ГККП ""Дворец школьников"" ГУ ""Отдел образования по городу Талдыкорган Управления образования области Жетісу""Услуги по промывке и опрессовке системы отопленияИстория1600 000.00Запрос ценовых предложенийОпубликован",17308059,17308059-1 Услуги по промывке и опрессовке системы отопления,"ГККП ""Дворец школьников"" ГУ ""Отдел образования по городу Талдыкорган Управления образования области Жетісу""",42544002,Услуги по промывке и опрессовке системы отопления,1.0,600000.0,Запрос ценовых предложений,Опубликован
"87257318-ЗЦП117308053-1 Услуги по обслуживанию зданийЗаказчик:КГКП ""Жауыртау"" акимата города Темиртау отдела культуры и развития языков города ТемиртауУслуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудованияИстория1316 206.89Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308053,17308053-1 Услуги по обслуживанию зданий,"КГКП ""Жауыртау"" акимата города Темиртау отдела культуры и развития языков города Темиртау",42543993,Услуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудования,1.0,316206.89,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87257307-ЗЦП117308053-1 Услуги по обслуживанию зданийЗаказчик:КГКП ""Жауыртау"" акимата города Темиртау отдела культуры и развития языков города ТемиртауУслуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудованияИстория1316 206.89Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308053,17308053-1 Услуги по обслуживанию зданий,"КГКП ""Жауыртау"" акимата города Темиртау отдела культуры и развития языков города Темиртау",42543992,Услуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудования,1.0,316206.89,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87257348-ЗЦП117308053-1 Услуги по обслуживанию зданийЗаказчик:КГКП ""Жауыртау"" акимата города Темиртау отдела культуры и развития языков города ТемиртауУслуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудованияИстория1158 103.01Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308053,17308053-1 Услуги по обслуживанию зданий,"КГКП ""Жауыртау"" акимата города Темиртау отдела культуры и развития языков города Темиртау",42543991,Услуги по техническому обслуживанию пожарной/охранной сигнализации/систем тушения/видеонаблюдения и аналогичного оборудования,1.0,158103.01,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"81734176-ЗЦП217308046-1 Изготовление, поставка и монтаж автоматических металлических распашных воротЗаказчик:ГКП на ПВХ ""Колледж общественного питания и сервиса"" акимата города АстаныРаботы по установке (монтажу) дверей/ворот/турникетных систем/огражденийИстория1800 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308046,"17308046-1 Изготовление, поставка и монтаж автоматических металлических распашных ворот","ГКП на ПВХ ""Колледж общественного питания и сервиса"" акимата города Астаны",42543987,Работы по установке (монтажу) дверей/ворот/турникетных систем/ограждений,1.0,800000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87277796-ЗЦПнеГЗ217308049-1 хозяйственные товары (шкаф)Заказчик:ТОО ""Научно-исследовательский институт проблем биологической безопасности""ШкафИстория167 000.00Запрос ценовых предложений (не ГЗ new)Опубликован",17308049,17308049-1 хозяйственные товары (шкаф),"ТОО ""Научно-исследовательский институт проблем биологической безопасности""",42543979,Шкаф,1.0,67000.0,Запрос ценовых предложений (не ГЗ new),Опубликован
87346002-ЗЦП117308051-1 Счетчик водяной согласно техничкеЗаказчик:КГУ «Отдел образования района имени Габита Мусрепова» КГУ «Управление образования акимата Северо-Казахстанской области»Счетчик жидкостиИстория110 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308051,17308051-1 Счетчик водяной согласно техничке,КГУ «Отдел образования района имени Габита Мусрепова» КГУ «Управление образования акимата Северо-Казахстанской области»,42543978,Счетчик жидкости,1.0,10000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"83115170-ЗЦП917308052-1 Приобретение товара согласно тех.спецификацииЗаказчик:ГУ ""Аппарат акима города Сарани""Средство дезинфицирующееИстория1026 990.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308052,17308052-1 Приобретение товара согласно тех.спецификации,"ГУ ""Аппарат акима города Сарани""",42543977,Средство дезинфицирующее,10.0,26990.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"82766185-ЗЦП317308052-1 Приобретение товара согласно тех.спецификацииЗаказчик:ГУ ""Аппарат акима города Сарани""ШприцИстория756 075.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308052,17308052-1 Приобретение товара согласно тех.спецификации,"ГУ ""Аппарат акима города Сарани""",42543968,Шприц,75.0,6075.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"81661298-ЗЦП117308044-1 Приобретение товара, необходимых производственным потребностямЗаказчик:КГП на ПХВ ""Дамбинский центр первичной медико - санитарной помощи"" Управления здравоохранения Атырауской областиБахилыИстория80000800 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17308044,"17308044-1 Приобретение товара, необходимых производственным потребностям","КГП на ПХВ ""Дамбинский центр первичной медико - санитарной помощи"" Управления здравоохранения Атырауской области",42543964,Бахилы,80000.0,800000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
"87345427-ЗЦП117302645-1 Приобретение хозяйственного материала для школ районаЗаказчик:ГУ ""Отдел образования по Шортандинскому району управления образования Акмолинской области""СифонИстория25 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений)",17302645,17302645-1 Приобретение хозяйственного материала для школ района,"ГУ ""Отдел образования по Шортандинскому району управления образования Акмолинской области""",42543962,Сифон,2.0,5000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
87336475-ЗЦП117308038-1 Услуги по промывке и опрессовке системы отопленияЗаказчик:Республиканское государственное учреждение «Региональное командование «Батыс» -воинская часть 5515» Национальной гвардии Республики Казахстан»Услуги по промывке и опрессовке системы отопленияИстория1550 000.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308038,17308038-1 Услуги по промывке и опрессовке системы отопления,Республиканское государственное учреждение «Региональное командование «Батыс» -воинская часть 5515» Национальной гвардии Республики Казахстан»,42543950,Услуги по промывке и опрессовке системы отопления,1.0,550000.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
87336597-ЗЦП117308038-1 Услуги по промывке и опрессовке системы отопленияЗаказчик:Республиканское государственное учреждение «Региональное командование «Батыс» -воинская часть 5515» Национальной гвардии Республики Казахстан»Услуги по промывке и опрессовке системы отопленияИстория1487 200.00Запрос ценовых предложенийОпубликован (прием ценовых предложений),17308038,17308038-1 Услуги по промывке и опрессовке системы отопления,Республиканское государственное учреждение «Региональное командование «Батыс» -воинская часть 5515» Национальной гвардии Республики Казахстан»,42543949,Услуги по промывке и опрессовке системы отопления,1.0,487200.0,Запрос ценовых предложений,Опубликован (прием ценовых предложений)
